"Method","Time (ms)","Own Time (ms)"
"mb.nabl2.terms.stratego.ATermIndex$$Lambda$1120.get$Lambda(ITerm)","7","7"
"mb.nabl2.terms.substitution.PersistentSubstitution$Immutable.of() PersistentSubstitution.java","7","0"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$Transient.freeze() BaseUniDisunifier.java","7","7"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$TransientSetKeyIterator.hasNext() PersistentTrieSet.java","7","0"
"java.util.concurrent.atomic.AtomicBoolean.getAndSet(boolean) AtomicBoolean.java","7","7"
"mb.p_raffrayi.impl.TypeCheckerUnit.id() TypeCheckerUnit.java","7","7"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.mask(int, int) PersistentTrieMap.java","7","7"
"java.util.stream.Stream.empty() Stream.java","7","7"
"mb.statix.concurrent.StatixSolver.lambda$20() StatixSolver.java","7","0"
"mb.statix.concurrent.StatixSolver$$Lambda$543.apply()","7","0"
"mb.statix.concurrent.StatixSolver$ConstraintDataEquivInternal.lambda$0(ITerm, ITerm, ITypeCheckerContext, ICancel) StatixSolver.java","7","0"
"mb.statix.concurrent.StatixSolver$ConstraintDataEquivInternal.leq(ITerm, ITerm, ITypeCheckerContext, ICancel) StatixSolver.java","7","0"
"mb.statix.concurrent.StatixSolver$ConstraintDataEquivInternal.leq(Object, Object, ITypeCheckerContext, ICancel) StatixSolver.java","7","0"
"mb.statix.concurrent.StatixSolver$ConstraintDataEquivInternal$$Lambda$1160.apply()","7","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1152.<init>(ILogger, Optional)","7","7"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1152.get$Lambda(ILogger, Optional)","7","0"
"mb.nabl2.terms.build.Appl1Term.of(String, ITerm) Appl1Term.java","7","7"
"mb.nabl2.terms.ListTerms$1.caseNil(INilTerm) ListTerms.java","7","0"
"mb.nabl2.terms.matching.Transform$T$$Lambda$580.apply(Object)","7","7"
"mb.nabl2.terms.build.AIntTerm.isGround() AIntTerm.java","7","7"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.melt() PersistentUniDisunifier.java","7","1"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$917.<init>(TypeCheckerUnit, Query)","7","7"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$917.get$Lambda(TypeCheckerUnit, Query)","7","0"
"java.lang.reflect.Proxy.newProxyInstance(ClassLoader, Class[], InvocationHandler) Proxy.java","7","7"
"mb.p_raffrayi.actors.impl.Actor._invokeStatic(IActorInternal) Actor.java","7","0"
"mb.p_raffrayi.actors.impl.Actor.newAsync(Function0) Actor.java","7","0"
"mb.p_raffrayi.actors.impl.ActorSystem.async(IActorRef) ActorSystem.java","7","0"
"mb.statix.solver.persistent.AState.of() AState.java","7","0"
"mb.statix.solver.persistent.State.<init>(IUniDisunifier$Immutable, IScopeGraph$Immutable, Map$Immutable) State.java","7","0"
"mb.statix.solver.persistent.State.of(IUniDisunifier$Immutable, IScopeGraph$Immutable, Map$Immutable) State.java","7","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.ifActive(IFuture) TypeCheckerUnit.java","7","0"
"mb.statix.scopegraph.Scope.withAttachments(IAttachments) Scope.java","7","7"
"mb.statix.concurrent.StatixSolver$1$$Lambda$641.get$Lambda(StatixSolver$1)","7","7"
"mb.nabl2.terms.substitution.FreshVars.add(Set) FreshVars.java","7","0"
"mb.statix.concurrent.StatixSolver$1.lambda$16(CTry, IState$Immutable, IDebugContext, SolverResult, Throwable, int) StatixSolver.java","6","0"
"mb.statix.concurrent.StatixSolver$1$$Lambda$1145.k(Object, Throwable, int)","6","0"
"org.metaborg.util.future.CompletableFuture.handle(CheckedFunction2) CompletableFuture.java","6","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$3$1.<init>(PersistentTrieMap$TransientTrieMap$3) PersistentTrieMap.java","6","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$TransientMapEntryIterator.<init>(PersistentTrieMap$TransientTrieMap) PersistentTrieMap.java","6","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.inLocalPhase() TypeCheckerUnit.java","6","0"
"mb.nabl2.terms.matching.MaybeNotInstantiated.ofNotInstantiated(Iterable) MaybeNotInstantiated.java","6","0"
"mb.nabl2.terms.matching.MaybeNotInstantiated$NotInstantiated.<init>(Iterable) MaybeNotInstantiated.java","6","0"
"mb.nabl2.terms.matching.MaybeNotInstantiated$NotInstantiated.<init>(Iterable, MaybeNotInstantiated$NotInstantiated) MaybeNotInstantiated.java","6","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.add(String, IScopeGraphLibrary, List) TypeCheckerUnit.java","6","0"
"mb.nabl2.terms.build.Appl3Term.getOp() Appl3Term.java","6","6"
"mb.statix.constraints.CAstId.hashCode() CAstId.java","6","6"
"mb.statix.constraints.CTrue.cause() CTrue.java","6","6"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$956.get$Lambda(NameResolution, ScopePath, LabelWf, ICancel)","6","6"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.nodeOf(AtomicReference, int, int, Object, Object) PersistentTrieMap.java","6","0"
"java.util.concurrent.ConcurrentLinkedDeque.size() ConcurrentLinkedDeque.java","6","6"
"mb.statix.constraints.CEqual.message() CEqual.java","6","6"
"org.metaborg.util.future.Futures.lambda$6(Iterator, CheckedFunction1, Boolean) Futures.java","6","0"
"org.metaborg.util.future.Futures$$Lambda$1164.apply(Object)","6","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$TransientMapKeyIterator.next() PersistentTrieMap.java","6","1"
"mb.nabl2.terms.build.Appl2Term.builder() Appl2Term.java","6","6"
"mb.p_raffrayi.impl.TypeCheckerUnit.assertActive() TypeCheckerUnit.java","6","6"
"mb.nabl2.terms.substitution.PersistentSubstitution.lambda$9(ITermVar) PersistentSubstitution.java","6","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$761.apply(Object)","6","0"
"mb.statix.solver.tracer.EmptyTracer.result() EmptyTracer.java","6","6"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1165.<init>(ICompletableFuture)","6","6"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1165.get$Lambda(ICompletableFuture)","6","0"
"com.google.common.collect.HashBiMap$KeySet.iterator() HashBiMap.java","6","6"
"mb.statix.solver.completeness.Completeness$Immutable.apply(IRenaming) Completeness.java","6","0"
"mb.statix.solver.completeness.Completeness$Transient.apply(IRenaming) Completeness.java","6","0"
"mb.statix.solver.persistent.SolverResult$InitShim.<init>(SolverResult, SolverResult$InitShim) SolverResult.java","6","6"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.nodeOf(AtomicReference, int, PersistentTrieSet$AbstractSetNode) PersistentTrieSet.java","6","6"
"mb.p_raffrayi.impl.AbstractUnit.failAll() AbstractUnit.java","5","0"
"mb.nabl2.terms.substitution.FreshVars.dropSuffix(String) FreshVars.java","5","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.domainSet() PersistentUnifier.java","5","0"
"mb.nabl2.terms.substitution.Renaming$$Lambda$1021.apply(Object)","5","5"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$$Lambda$368.equals(Object, Object)","5","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.entrySet() PersistentTrieMap.java","5","5"
"mb.statix.solver.store.BaseConstraintStore$$Lambda$614.get$Lambda(Multimap)","5","5"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$Transient.<init>(IUniDisunifier$Immutable) BaseUniDisunifier.java","5","5"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.equals(Object) ScopePath.java","5","5"
"mb.statix.constraints.CTellEdge.cause() CTellEdge.java","5","5"
"mb.nabl2.terms.stratego.ATermOrigin.copy(ITerm, ITerm) ATermOrigin.java","5","0"
"mb.nabl2.terms.build.TermVar.getName() TermVar.java","5","5"
"mb.statix.constraints.Constraints$CaseBuilder$1.caseExists(CExists) Constraints.java","5","5"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$303.call()","5","5"
"mb.statix.constraints.Constraints$CaseBuilder$1.caseTrue(CTrue) Constraints.java","5","0"
"mb.statix.spec.Rule.params() Rule.java","5","5"
"com.google.common.collect.AbstractMapBasedMultimap$WrappedCollection$WrappedIterator.hasNext() AbstractMapBasedMultimap.java","5","0"
"io.usethesource.capsule.core.PersistentTrieMap$1.iterator() PersistentTrieMap.java","5","0"
"mb.statix.constraints.CTrue.doVisitFreeVars(Action1) CTrue.java","5","5"
"mb.statix.constraints.CTrue.freeVars() CTrue.java","5","0"
"mb.nabl2.terms.Terms$CheckedCaseBuilder$1.<init>(Terms$CheckedCaseBuilder, CheckedFunction1) Terms.java","5","5"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.index(int, int) PersistentTrieSetMultimap.java","5","5"
"java.lang.invoke.LambdaForm$MH.1411977013.linkToTargetMethod(Object, Object, Object, Object, Object, Object, Object, Object, Object, int, Object) LambdaForm$MH","5","0"
"mb.nabl2.terms.matching.Pattern$2.<init>(Pattern, List, List) Pattern.java","5","5"
"org.metaborg.util.collection.ConsList$1.<init>(ConsList) ConsList.java","5","5"
"mb.p_raffrayi.actors.impl.Actor.assertOnActorThread() Actor.java","5","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMixedMapNode.nodeMap() PersistentTrieMap.java","5","5"
"mb.nabl2.terms.matching.PatternAs.getVars() PatternAs.java","5","0"
"mb.nabl2.terms.matching.PatternAs.getVars() PatternAs.java","5","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$991.apply(Object)","5","5"
"mb.nabl2.terms.build.AAppl3Term.getArity() AAppl3Term.java","5","5"
"mb.statix.solver.persistent.State.resource() State.java","5","5"
"mb.statix.solver.persistent.State$InitShim.__vars() State.java","5","5"
"io.usethesource.capsule.core.PersistentTrieMap.of(Object[]) PersistentTrieMap.java","5","0"
"io.usethesource.capsule.Map$Immutable.of(Object, Object) Map.java","5","0"
"mb.statix.solver.Delay.of(Collection) Delay.java","5","0"
"mb.statix.solver.persistent.ASolverResult.delay() ASolverResult.java","5","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$645.<init>(PersistentUnifier$Immutable$Unify, ITerm)","5","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.nodeArity() PersistentTrieSetMultimap.java","5","1"
"mb.statix.spec.ApplyResult.guard() ApplyResult.java","5","5"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode$1.size() PersistentTrieSetMultimap.java","5","1"
"mb.statix.constraints.CAstProperty.doVisitFreeVars(Action1) CAstProperty.java","5","0"
"mb.statix.constraints.CAstProperty.visitFreeVars(Action1) CAstProperty.java","5","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$649.get$Lambda(PersistentUnifier$Immutable$Unify, ITerm)","5","0"
"mb.statix.spec.PreSolvedConstraint$$Lambda$859.get$Lambda(Collection, IConstraint, IConstraint)","4","4"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.nodeAt(int) PersistentTrieSet.java","4","0"
"org.metaborg.util.collection.MultiSet$Transient.elements() MultiSet.java","4","4"
"mb.p_raffrayi.impl.TypeCheckerUnit.lambda$2(Object, ICompletableFuture, Object, Throwable) TypeCheckerUnit.java","4","0"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1166.apply(Object, Object)","4","0"
"org.metaborg.util.collection.MultiSetMap$Transient.remove(Object, Object) MultiSetMap.java","4","0"
"mb.statix.solver.persistent.State.__vars() State.java","4","4"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.isEmpty() PersistentTrieMap.java","4","4"
"mb.statix.constraints.CTrue.apply(IRenaming) CTrue.java","4","4"
"mb.statix.constraints.CExists$$Lambda$600.get$Lambda(Set$Transient)","4","4"
"io.usethesource.capsule.core.PersistentTrieMap.keySet() PersistentTrieMap.java","4","4"
"org.metaborg.util.future.CompletedExceptionallyFuture.whenComplete(CheckedAction2) CompletedExceptionallyFuture.java","4","0"
"mb.p_raffrayi.impl.AbstractUnit.<init>(IActor, IActorRef, IUnitContext, Iterable) AbstractUnit.java","4","0"
"mb.statix.concurrent.StatixSolver$$Lambda$1158.get$Lambda(CompletableFuture)","4","4"
"mb.nabl2.terms.matching.MatchResult.constrainedVars() MatchResult.java","4","4"
"mb.statix.constraints.CNew.ownCriticalEdges() CNew.java","4","4"
"mb.p_raffrayi.impl.AbstractUnit.doStableFreshScope(String, Iterable, boolean) AbstractUnit.java","4","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.stableFreshScope(String, Iterable, boolean) TypeCheckerUnit.java","4","0"
"mb.statix.spec.ARule$$Lambda$549.<init>(Set$Immutable, Action1)","4","4"
"mb.statix.spec.ARule$$Lambda$549.get$Lambda(Set$Immutable, Action1)","4","0"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier$ImmutableResult.unifier() BaseUniDisunifier.java","4","4"
"mb.statix.constraints.CConj.<init>(IConstraint, IConstraint, IConstraint) CConj.java","4","4"
"mb.statix.constraints.Constraints$$Lambda$597.get$Lambda(Action1)","4","4"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext.assertUndisposed() AbstractUnit.java","4","4"
"mb.statix.spec.Rule$Builder.label(String) Rule.java","4","4"
"mb.statix.spec.ApplyRelaxed$$Lambda$558.get$Lambda(FreshVars)","3","3"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$971.apply(Object, Object)","3","3"
"mb.statix.concurrent.StatixSolver$$Lambda$536.apply(Object)","3","3"
"mb.scopegraph.ecoop21.NameResolution.lambda$6(ScopePath, LabelWf, Set$Immutable, Tuple2, Throwable) NameResolution.java","3","0"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$974.apply(Object, Object)","3","0"
"mb.statix.constraints.CNew$$Lambda$606.accept(Object)","3","3"
"mb.statix.constraints.CFalse.match(IConstraint$Cases) CFalse.java","3","0"
"mb.statix.constraints.CFalse.withCause(IConstraint) CFalse.java","3","3"
"mb.statix.constraints.Constraints$1.caseFalse(CFalse) Constraints.java","3","0"
"mb.statix.spec.PreSolvedConstraint.lambda$15(Collection, IConstraint, CFalse) PreSolvedConstraint.java","3","0"
"mb.statix.spec.PreSolvedConstraint$$Lambda$851.apply(Object)","3","0"
"mb.nabl2.terms.build.ApplTerm.<init>(ApplTerm$Builder) ApplTerm.java","3","0"
"mb.nabl2.terms.build.ApplTerm.<init>(ApplTerm$Builder, ApplTerm) ApplTerm.java","3","0"
"org.metaborg.util.collection.MultiSet.iterator() MultiSet.java","3","0"
"org.metaborg.util.collection.MultiSet$MultiSetIterator.<init>(MultiSet, MultiSet$MultiSetIterator) MultiSet.java","3","0"
"org.metaborg.util.collection.MultiSet$MultiSetIterator.<init>(MultiSet) MultiSet.java","3","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1052.get$Lambda(Deque)","3","3"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactMixedSetMultimapNode.nodeMap() PersistentTrieSetMultimap.java","3","0"
"mb.nabl2.terms.build.Appl1Term.getAttachments() Appl1Term.java","3","3"
"mb.statix.constraints.CTrue.withCause(IConstraint) CTrue.java","3","0"
"mb.statix.constraints.CTrue.withCause(IConstraint) CTrue.java","3","3"
"mb.p_raffrayi.impl.AbstractUnit.isDifferEnabled() AbstractUnit.java","3","3"
"mb.p_raffrayi.impl.TypeCheckerUnit.doRestart(boolean) TypeCheckerUnit.java","3","0"
"mb.nabl2.terms.build.Appl2Term$Builder.arg0(ITerm) Appl2Term.java","3","3"
"mb.p_raffrayi.impl.TypeCheckerUnit.localCapture(StateCapture) TypeCheckerUnit.java","3","0"
"mb.statix.constraints.CUser.message() CUser.java","3","3"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext.lambda$2(Query, Set$Immutable, Throwable) AbstractUnit.java","3","0"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext$$Lambda$1144.apply(Object, Object)","3","0"
"mb.p_raffrayi.actors.impl.Actor.$SWITCH_TABLE$mb$p_raffrayi$actors$impl$ActorState() Actor.java","3","3"
"mb.p_raffrayi.actors.impl.Actor.updateStateOnReceive(IActorInternal) Actor.java","3","0"
"mb.nabl2.terms.matching.TermMatch$M.var() TermMatch.java","3","0"
"mb.nabl2.terms.matching.TermMatch$M.var(Function1) TermMatch.java","3","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$353.<init>(TermMatch$M, Function1)","3","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$353.get$Lambda(TermMatch$M, Function1)","3","0"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier.<init>() PersistentUniDisunifier.java","3","3"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.<init>(PersistentUnifier$Immutable, Set$Immutable) PersistentUniDisunifier.java","3","0"
"io.usethesource.capsule.core.AbstractTrieSetMultimap.keySet() AbstractTrieSetMultimap.java","3","3"
"org.metaborg.util.collection.HashTrieRelation3.keySet() HashTrieRelation3.java","3","0"
"java.lang.invoke.LambdaForm$MH.93273627.linkToTargetMethod(Object, Object, Object, int, Object) LambdaForm$MH","3","3"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$6(IWaitFor, Object, Throwable) AbstractUnit.java","2","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1168.apply(Object, Object)","2","0"
"mb.statix.solver.persistent.ASolverResult$$Lambda$1125.test(Object)","2","2"
"mb.nabl2.terms.ListTerms$CheckedCaseBuilder$1.caseCons(IConsTerm) ListTerms.java","2","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.lambda$26(IConsTerm, IConsTerm) PersistentUnifier.java","2","2"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$819.apply(Object)","2","0"
"mb.statix.constraints.CFalse.hashCode() CFalse.java","2","2"
"mb.p_raffrayi.actors.impl.Actor.id() Actor.java","2","2"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext.id() AbstractUnit.java","2","0"
"mb.statix.constraints.CTrue.hashCode() CTrue.java","2","2"
"com.google.common.collect.Sets$1.iterator() Sets.java","2","2"
"io.usethesource.capsule.core.PersistentTrieSet.transformHashCode(int) PersistentTrieSet.java","2","2"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$995.get$Lambda(PersistentUnifier$Immutable$Unify, INilTerm)","2","2"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1051.apply(Object)","2","2"
"mb.nabl2.terms.ListTerms$CaseBuilder$1.caseVar(ITermVar) ListTerms.java","2","0"
"mb.nabl2.terms.matching.ConsPattern.lambda$2(Pattern$Eqs, ITermVar) ConsPattern.java","2","0"
"mb.nabl2.terms.matching.ConsPattern$$Lambda$740.apply(Object)","2","0"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.reverse(ScopePath$Path) ScopePath.java","2","2"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath$PathIterator.<init>(Object, ScopePath$Path, ScopePath$PathIterator) ScopePath.java","2","0"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath$PathIterator.<init>(Object, ScopePath$Path) ScopePath.java","2","0"
"java.lang.Class.isAssignableFrom(Class) Class.java (native)","2","2"
"java.util.Collections$EmptyIterator.hasNext() Collections.java","2","2"
"mb.nabl2.terms.stratego.ATermIndex$$Lambda$1122.apply(Object, Object, Object)","2","2"
"mb.nabl2.terms.build.ANilTerm.getVars() ANilTerm.java","2","2"
"org.metaborg.util.tuple.Tuple3._3() Tuple3.java","2","2"
"mb.statix.spec.PreSolvedConstraint$$Lambda$850.get$Lambda(Function1, AtomicBoolean, Map, Deque, ICompleteness$Transient, IUniDisunifier$Transient)","2","2"
"org.metaborg.util.collection.MultiSetMap.<init>() MultiSetMap.java","2","0"
"io.usethesource.capsule.core.trie.MultimapResult.unchanged() MultimapResult.java","2","2"
"mb.nabl2.terms.build.AAppl3Term.equals(Object) AAppl3Term.java","2","0"
